year	ncaa_game_id	gamedate_east	round	team_1_id	team_1_name	team_1_region	team_1_seed	team_2_id	team_2_name	team_2_region	team_2_seed
2011	893467	2011-03-27	S16	697	Texas A&M	Dallas	2	257	Georgia	Dallas	6
2011	893470	2011-03-27	S16	164	UConn	Philadelphia	1	251	Georgetown	Philadelphia	5
2011	893473	2011-03-29	E8	51	Baylor	Dallas	1	697	Texas A&M	Dallas	2
2011	893474	2011-03-29	E8	164	UConn	Philadelphia	1	193	Duke	Philadelphia	2
2011	893472	2011-03-28	E8	674	Stanford	Spokane	1	260	Gonzaga	Spokane	11
2011	893471	2011-03-28	E8	694	Tennessee	Dayton	1	513	Notre Dame	Dayton	2
2011	893480	2011-04-05	C2	697	Texas A&M	Dallas	2	513	Notre Dame	Dayton	2
2011	893478	2011-04-03	F4	674	Stanford	Spokane	1	697	Texas A&M	Dallas	2
2011	893479	2011-04-03	F4	164	UConn	Philadelphia	1	513	Notre Dame	Dayton	2
2010	1358695	2010-03-20	R64	51	Baylor	Memphis	4	96	Fresno St.	Memphis	13
2010	1358700	2010-03-20	R64	175	Dayton	Memphis	8	698	TCU	Memphis	9
2010	1358692	2010-03-20	R64	193	Duke	Memphis	2	270	Hampton	Memphis	15
2010	1358691	2010-03-20	R64	234	Florida St.	Dayton	3	366	Louisiana Tech	Dayton	14
2010	1358696	2010-03-20	R64	251	Georgetown	Memphis	5	386	Marist	Memphis	12
2010	1358707	2010-03-20	R64	257	Georgia	Sacramento	5	718	Tulane	Sacramento	12
2010	1358704	2010-03-20	R64	260	Gonzaga	Sacramento	7	457	North Carolina	Sacramento	10
2010	1358705	2010-03-20	R64	312	Iowa	Sacramento	8	587	Rutgers	Sacramento	9
2010	1358701	2010-03-20	R64	334	Kentucky	Kansas City	4	355	Liberty	Kansas City	13
2010	1358699	2010-03-20	R64	365	LSU	Memphis	7	272	Hartford	Memphis	10
2010	1358702	2010-03-20	R64	416	Michigan St.	Kansas City	7	71	Bowling Green	Kansas City	10
2010	1358708	2010-03-20	R64	521	Oklahoma St.	Sacramento	4	693	Chattanooga	Sacramento	13
2010	1358706	2010-03-20	R64	603	St. John's (NY)	Dayton	6	554	Princeton	Dayton	11
2010	1358694	2010-03-20	R64	674	Stanford	Sacramento	1	111	UC Riverside	Sacramento	16
2010	1358693	2010-03-20	R64	694	Tennessee	Memphis	1	43	Austin Peay	Memphis	16
2010	1358703	2010-03-20	R64	697	Texas A&M	Sacramento	2	550	Portland St.	Sacramento	15
2010	1358734	2010-03-21	R64	255	Georgia Tech	Kansas City	6	32	Little Rock	Kansas City	11
2010	1358711	2010-03-21	R64	311	Iowa St.	Dayton	4	352	Lehigh	Dayton	13
2010	1358736	2010-03-21	R64	430	Mississippi St.	Dayton	7	419	Middle Tenn.	Dayton	10
2010	1358730	2010-03-21	R64	463	Nebraska	Kansas City	1	504	UNI	Kansas City	16
2010	1358723	2010-03-21	R64	513	Notre Dame	Kansas City	2	148	Cleveland St.	Kansas City	15
2010	1358737	2010-03-21	R64	518	Ohio St.	Dayton	2	600	Saint Francis (PA)	Dayton	15
2010	1358724	2010-03-21	R64	522	Oklahoma	Kansas City	3	649	South Dakota St.	Kansas City	14
2010	1358733	2010-03-21	R64	690	Temple	Dayton	8	317	James Madison	Dayton	9
2010	1358712	2010-03-21	R64	703	Texas	Memphis	6	626	San Diego St.	Memphis	11
2010	1358731	2010-03-21	R64	110	UCLA	Kansas City	8	490	NC State	Kansas City	9
2010	1358732	2010-03-21	R64	164	UConn	Dayton	1	665	Southern U.	Dayton	16
2010	1358729	2010-03-21	R64	736	Vanderbilt	Sacramento	6	176	DePaul	Sacramento	11
2010	1358727	2010-03-21	R64	746	Virginia	Dayton	5	794	Green Bay	Dayton	12
2010	1358728	2010-03-21	R64	768	West Virginia	Memphis	3	346	Lamar University	Memphis	14
2010	1358735	2010-03-21	R64	796	Wisconsin	Kansas City	7	738	Vermont	Kansas City	10
2010	1358716	2010-03-21	R64	812	Xavier	Sacramento	3	198	ETSU	Sacramento	14
2010	1358746	2010-03-22	R32	51	Baylor	Memphis	4	251	Georgetown	Memphis	5
2010	1358740	2010-03-22	R32	193	Duke	Memphis	2	365	LSU	Memphis	7
2010	1358741	2010-03-22	R32	234	Florida St.	Dayton	3	603	St. John's (NY)	Dayton	6
2010	1358747	2010-03-22	R32	334	Kentucky	Kansas City	4	416	Michigan St.	Kansas City	5
2010	1358751	2010-03-22	R32	521	Oklahoma St.	Sacramento	4	257	Georgia	Sacramento	5
2010	1358739	2010-03-22	R32	674	Stanford	Sacramento	1	312	Iowa	Sacramento	8
2010	1358744	2010-03-22	R32	694	Tennessee	Memphis	1	175	Dayton	Memphis	8
2010	1358748	2010-03-22	R32	697	Texas A&M	Sacramento	2	260	Gonzaga	Sacramento	7
2010	1358752	2010-03-23	R32	311	Iowa St.	Dayton	4	794	Green Bay	Dayton	12
2010	1358761	2010-03-23	R32	463	Nebraska	Kansas City	1	110	UCLA	Kansas City	8
2010	1358753	2010-03-23	R32	513	Notre Dame	Kansas City	2	738	Vermont	Kansas City	10
2010	1358763	2010-03-23	R32	518	Ohio St.	Dayton	2	430	Mississippi St.	Dayton	7
2010	1358754	2010-03-23	R32	522	Oklahoma	Kansas City	3	32	Little Rock	Kansas City	11
2010	1358762	2010-03-23	R32	164	UConn	Dayton	1	690	Temple	Dayton	8
2010	1358760	2010-03-23	R32	768	West Virginia	Memphis	3	626	San Diego St.	Memphis	11
2010	1358755	2010-03-23	R32	812	Xavier	Sacramento	3	736	Vanderbilt	Sacramento	6
2010	1358781	2010-03-27	S16	193	Duke	Memphis	2	626	San Diego St.	Memphis	11
2010	1358783	2010-03-27	S16	674	Stanford	Sacramento	1	257	Georgia	Sacramento	5
2010	1358780	2010-03-27	S16	694	Tennessee	Memphis	1	51	Baylor	Memphis	4
2010	1358782	2010-03-27	S16	812	Xavier	Sacramento	3	260	Gonzaga	Sacramento	7
2010	1358789	2010-03-28	S16	234	Florida St.	Dayton	3	430	Mississippi St.	Dayton	7
2010	1358791	2010-03-28	S16	463	Nebraska	Kansas City	1	334	Kentucky	Kansas City	4
2010	1358790	2010-03-28	S16	513	Notre Dame	Kansas City	2	522	Oklahoma	Kansas City	3
2010	1358788	2010-03-28	S16	164	UConn	Dayton	1	311	Iowa St.	Dayton	4
2010	1358795	2010-03-30	E8	522	Oklahoma	Kansas City	3	334	Kentucky	Kansas City	4
2010	1358794	2010-03-30	E8	164	UConn	Dayton	1	234	Florida St.	Dayton	3
2010	1358792	2010-03-29	E8	193	Duke	Memphis	2	51	Baylor	Memphis	4
2010	1358793	2010-03-29	E8	674	Stanford	Sacramento	1	812	Xavier	Sacramento	3
2010	1358801	2010-04-06	C2	164	UConn	Dayton	1	674	Stanford	Sacramento	1
2010	1358799	2010-04-04	F4	674	Stanford	Sacramento	1	522	Oklahoma	Kansas City	3
2010	1358800	2010-04-04	F4	164	UConn	Dayton	1	51	Baylor	Memphis	4
